run	Gbp	taxon_name	isolation_source
SRR24680029	0.413	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24680030	1.143	Escherichia coli	blood
SRR24680031	1.604	Enterobacter hormaechei	URINARY
SRR24680032	1.595	Escherichia coli	OTHERS
SRR24680033	1.263	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24680034	2.251	Enterobacter hormaechei	OTHERS
SRR24680035	2.276	Enterobacter kobei	respiratory
SRR24680036	1.928	Enterobacter hormaechei	OTHERS
SRR24680037	1.198	Escherichia coli	blood
SRR24680038	2.668	Citrobacter freundii	GASTROINTESTINAL/ABDOMINAL
SRR24680039	2.168	Enterobacter hormaechei	GASTROINTESTINAL/ABDOMINAL
SRR24680040	1.047	Escherichia coli	blood
SRR24680041	1.156	Escherichia coli	URINARY
SRR24680042	1.344	Enterobacter hormaechei	RECTAL
SRR24680043	0.893	Citrobacter freundii	RECTAL
SRR24680044	1.128	Enterobacter hormaechei	RECTAL
SRR24680045	1.153	Escherichia coli	blood
SRR24680046	1.055	Enterobacter kobei	GASTROINTESTINAL/ABDOMINAL
SRR24680047	1.161	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24680048	1.207	Enterobacter roggenkampii	OTHERS
SRR24680049	0.434	Escherichia coli	SKIN/SOFT TISSUE
SRR24680050	1.028	Escherichia coli	URINARY
SRR24680051	0.954	Enterobacter hormaechei	OTHERS
SRR24680052	1.092	Citrobacter freundii	GASTROINTESTINAL/ABDOMINAL
SRR24680053	1.262	Escherichia coli	bone
SRR24680054	0.966	Escherichia coli	OTHERS
SRR24680055	0.953	Escherichia coli	blood
SRR24680056	1.566	Enterobacter cloacae	GASTROINTESTINAL/ABDOMINAL
SRR24680057	1.07	Escherichia coli	URINARY
SRR24680058	1.028	Escherichia coli	OTHERS
SRR24680059	1.057	Enterobacter asburiae	GASTROINTESTINAL/ABDOMINAL
SRR24680060	1.959	Escherichia coli	URINARY
SRR24680061	1.103	Escherichia coli	URINARY
SRR24680062	1.138	Escherichia coli	URINARY
SRR24680063	1.078	Escherichia coli	blood
SRR24680064	1.085	Escherichia coli	URINARY
SRR24680065	1.926	Enterobacter hormaechei	RECTAL
SRR24680066	1.003	Escherichia coli	blood
SRR24680067	0.954	Enterobacter hormaechei	OTHERS
SRR24680068	1.423	Enterobacter kobei	URINARY
SRR24680069	1.1	Enterobacter hormaechei	wound
SRR24680070	1.183	Escherichia coli	URINARY
SRR24680071	0.429	Escherichia coli	SKIN/SOFT TISSUE
SRR24680072	1.076	Enterobacter kobei	GASTROINTESTINAL/ABDOMINAL
SRR24680073	1.057	Escherichia coli	RECTAL
SRR24680074	1.067	Enterobacter hormaechei	GASTROINTESTINAL/ABDOMINAL
SRR24680075	1.611	Enterobacter roggenkampii	RECTAL
SRR24680076	2.303	Escherichia coli	blood
SRR24680077	1.029	Enterobacter hormaechei	blood
SRR24680078	1.975	Enterobacter cloacae	blood
SRR24680079	1.99	Escherichia coli	OTHERS
SRR24680080	1.496	Enterobacter cloacae	URINARY
SRR24680081	2.131	Escherichia coli	blood
SRR24680082	1.643	Escherichia coli	SKIN/SOFT TISSUE
SRR24680083	1.621	Klebsiella aerogenes	blood
SRR24680084	0.461	Enterobacter hormaechei	respiratory
SRR24759619	1.677	Citrobacter freundii	RECTAL
SRR24759620	0.838	Escherichia coli	OTHERS
SRR24759621	1.542	Enterobacter kobei	RECTAL
SRR24759622	1.353	Enterobacter kobei	RECTAL
SRR24759623	0.985	Enterobacter hormaechei	OTHERS
SRR24759624	0.974	Enterobacter cloacae	URINARY
SRR24759625	1.008	Escherichia coli	blood
SRR24759626	1.085	Enterobacter cloacae	respiratory
SRR24759627	1.159	Escherichia coli	blood
SRR24759628	1.142	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24759629	1.011	Escherichia coli	OTHERS
SRR24759630	1.014	Escherichia coli	wound
SRR24759631	1.336	Escherichia coli	URINARY
SRR24759632	1.151	Escherichia coli	URINARY
SRR24759633	1.108	Escherichia coli	blood
SRR24759634	1.084	Escherichia coli	respiratory
SRR24759635	1.125	Escherichia coli	blood
SRR24759636	1.1	Enterobacter hormaechei	URINARY
SRR24759637	1.012	Enterobacter roggenkampii	respiratory
SRR24759638	1.076	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR24759639	0.962	Enterobacter cloacae	GASTROINTESTINAL/ABDOMINAL
SRR24759640	1.092	Escherichia coli	URINARY
SRR24759641	1.821	Escherichia coli	URINARY
SRR24759642	2.171	Enterobacter kobei	blood
SRR24759643	0.99	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25242011	0.185	Klebsiella pneumoniae	RECTAL
SRR25242012	0.404	Klebsiella pneumoniae	RECTAL
SRR25242013	0.182	Klebsiella pneumoniae	RECTAL
SRR25242014	0.272	Klebsiella pneumoniae	RECTAL
SRR25242015	0.206	Klebsiella pneumoniae	RECTAL
SRR25242016	0.302	Klebsiella pneumoniae	RECTAL
SRR25242017	1.329	Klebsiella pneumoniae	URINARY
SRR25242018	1.385	Klebsiella pneumoniae	URINARY
SRR25252969	0.994	Enterobacter cloacae complex sp. 201717502M	GASTROINTESTINAL/ABDOMINAL
SRR25337773	1.249	Escherichia coli	SKIN/SOFT TISSUE
SRR25337774	2.02	Enterobacter cloacae	URINARY
SRR25337775	0.321	Escherichia coli	RECTAL
SRR25337776	0.401	Klebsiella pneumoniae	RECTAL
SRR25337777	0.27	Escherichia coli	RECTAL
SRR25337778	0.429	Enterobacter cloacae	RECTAL
SRR25337779	0.427	Escherichia coli	RECTAL
SRR25337780	0.393	Enterobacter cloacae	RECTAL
SRR25337781	0.275	Escherichia coli	RECTAL
SRR25337782	0.241	Escherichia coli	RECTAL
SRR25337783	0.234	Escherichia coli	RECTAL
SRR25337784	0.217	Escherichia coli	RECTAL
SRR25337785	0.285	Escherichia coli	RECTAL
SRR25337786	1.852	Enterobacter cloacae	blood
SRR25337787	0.444	Enterobacter cloacae	RECTAL
SRR25337788	0.482	Escherichia coli	RECTAL
SRR25337789	0.371	Escherichia coli	RECTAL
SRR25337790	0.465	Escherichia coli	wound
SRR25337791	0.281	Escherichia coli	RECTAL
SRR25337792	0.272	Escherichia coli	RECTAL
SRR25337793	0.312	Escherichia coli	RECTAL
SRR25337794	2.281	Enterobacter cloacae	GASTROINTESTINAL/ABDOMINAL
SRR25337795	0.461	Escherichia coli	RECTAL
SRR25337796	0.409	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25337797	0.376	Escherichia coli	RECTAL
SRR25337798	0.414	Escherichia coli	URINARY
SRR25337799	0.252	Enterobacter cloacae	RECTAL
SRR25337800	0.394	Klebsiella pneumoniae	RECTAL
SRR25337802	0.404	Escherichia coli	RECTAL
SRR25337803	0.243	Escherichia coli	RECTAL
SRR25337804	0.364	Enterobacter cloacae	RECTAL
SRR25337805	0.226	Escherichia coli	RECTAL
SRR25337806	0.222	Klebsiella pneumoniae	RECTAL
SRR25337807	0.371	Escherichia coli	RECTAL
SRR25337808	0.218	Enterobacter cloacae	RECTAL
SRR25337809	2.101	Klebsiella pneumoniae	RECTAL
SRR25337810	1.218	Klebsiella pneumoniae	other
SRR25337811	1.432	Klebsiella pneumoniae	blood
SRR25337812	1.065	Escherichia coli	blood
SRR25337813	1.277	Klebsiella pneumoniae	blood
SRR25337814	0.245	Klebsiella pneumoniae	RECTAL
SRR25337815	1.333	Klebsiella pneumoniae	bone
SRR25337816	1.257	Escherichia coli	bone
SRR25337817	1.765	Escherichia coli	URINARY
SRR25337818	1.656	Klebsiella pneumoniae	GASTROINTESTINAL/ABDOMINAL
SRR25337819	1.576	Klebsiella pneumoniae	wound
SRR25337820	1.736	Escherichia coli	URINARY
SRR25337821	1.281	Escherichia coli	other
SRR25337822	1.621	Klebsiella pneumoniae	SKIN/SOFT TISSUE
SRR25337823	1.453	Klebsiella pneumoniae	URINARY
SRR25337824	1.787	Klebsiella pneumoniae	blood
SRR25337825	0.371	Escherichia coli	RECTAL
SRR25337826	1.519	Escherichia coli	SKIN/SOFT TISSUE
SRR25337827	1.507	Escherichia coli	blood
SRR25337828	1.598	Escherichia coli	other
SRR25337829	2.303	Klebsiella pneumoniae	other
SRR25337830	1.74	Klebsiella pneumoniae	bone
SRR25337831	1.142	Klebsiella pneumoniae	URINARY
SRR25337832	1.211	Klebsiella pneumoniae	SKIN/SOFT TISSUE
SRR25337833	1.003	Escherichia coli	blood
SRR25337834	0.954	Escherichia coli	blood
SRR25337835	1.048	Escherichia coli	blood
SRR25337836	0.437	Escherichia coli	RECTAL
SRR25337837	0.459	Enterobacter cloacae	RECTAL
SRR25337838	1.031	Escherichia coli	bone
SRR25337839	1.108	Escherichia coli	blood
SRR25337840	1.024	Escherichia coli	blood
SRR25337841	0.952	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25337842	0.945	Escherichia coli	other
SRR25337843	0.98	Escherichia coli	blood
SRR25337844	1.01	Escherichia coli	other
SRR25337845	1.061	Escherichia coli	blood
SRR25337846	0.873	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25337847	1.892	Escherichia coli	blood
SRR25337848	0.249	Klebsiella pneumoniae	RECTAL
SRR25337849	1.025	Enterobacter cloacae complex sp. 201811531M	bone
SRR25337850	1.18	Enterobacter cloacae complex sp. 201810547M	other
SRR25337851	1.0	Klebsiella pneumoniae	respiratory
SRR25337852	0.932	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25337853	1.166	Escherichia coli	blood
SRR25337854	2.529	Enterobacter cloacae complex sp. 20178758R	respiratory
SRR25337855	0.938	Escherichia coli	bone
SRR25337856	0.977	Escherichia coli	URINARY
SRR25337857	0.991	Enterobacter cloacae complex sp. 201713271M	other
SRR25337858	1.113	Enterobacter cloacae complex sp. 201712519M	GASTROINTESTINAL/ABDOMINAL
SRR25337859	0.366	Escherichia coli	RECTAL
SRR25337860	1.077	Escherichia coli	other
SRR25337861	1.212	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25337862	0.891	Enterobacter cloacae complex sp. 20178076M	GASTROINTESTINAL/ABDOMINAL
SRR25337863	1.982	Escherichia coli	blood
SRR25337864	1.003	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25337865	2.122	Escherichia coli	blood
SRR25337866	1.024	Escherichia coli	RECTAL
SRR25337867	1.101	Escherichia coli	other
SRR25337868	1.019	Enterobacter cloacae	other
SRR25337869	0.336	Enterobacter cloacae	RECTAL
SRR25337870	0.633	Escherichia coli	RECTAL
SRR25337871	0.241	Escherichia coli	URINARY
SRR25337872	0.515	Escherichia coli	RECTAL
SRR25337873	0.558	Escherichia coli	RECTAL
SRR25337874	0.52	Escherichia coli	RECTAL
SRR25337875	0.506	Escherichia coli	RECTAL
SRR25337876	0.416	Escherichia coli	RECTAL
SRR25337877	0.344	Enterobacter cloacae	RECTAL
SRR25337878	0.357	Enterobacter cloacae	RECTAL
SRR25337879	0.378	Enterobacter cloacae	RECTAL
SRR25337880	0.519	Escherichia coli	URINARY
SRR25337881	0.181	Escherichia coli	RECTAL
SRR25337882	0.919	Escherichia coli	RECTAL
SRR25337883	2.209	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25337884	0.558	Escherichia coli	RECTAL
SRR25337885	0.204	Escherichia coli	RECTAL
SRR25337886	0.358	Escherichia coli	blood
SRR25337887	0.243	Escherichia coli	RECTAL
SRR25337888	0.406	Escherichia coli	RECTAL
SRR25337889	0.497	Escherichia coli	RECTAL
SRR25337890	0.269	Escherichia coli	RECTAL
SRR25337891	0.366	Escherichia coli	RECTAL
SRR25337892	0.39	Escherichia coli	RECTAL
SRR25337893	2.43	Klebsiella pneumoniae	RECTAL
SRR25337894	0.402	Enterobacter cloacae	RECTAL
SRR25337895	0.577	Escherichia coli	RECTAL
SRR25337896	0.217	Escherichia coli	RECTAL
SRR25337897	0.269	Enterobacter cloacae	RECTAL
SRR25337898	0.357	Enterobacter cloacae	RECTAL
SRR25337899	0.309	Escherichia coli	RECTAL
SRR25337900	0.243	Escherichia coli	RECTAL
SRR25337901	0.227	Klebsiella pneumoniae	RECTAL
SRR25337902	0.355	Escherichia coli	RECTAL
SRR25337903	0.329	Enterobacter cloacae	RECTAL
SRR25337904	0.521	Escherichia coli	RECTAL
SRR25337905	0.515	Escherichia coli	RECTAL
SRR25337906	0.267	Klebsiella pneumoniae	RECTAL
SRR25337907	0.477	Escherichia coli	RECTAL
SRR25337909	0.32	Enterobacter cloacae	RECTAL
SRR25337910	0.407	Enterobacter cloacae	RECTAL
SRR25337911	0.561	Enterobacter cloacae	URINARY
SRR25337912	0.404	Escherichia coli	RECTAL
SRR25337913	1.976	Escherichia coli	blood
SRR25337914	0.994	Escherichia coli	wound
SRR25337915	2.482	Escherichia coli	respiratory
SRR25337916	0.281	Escherichia coli	RECTAL
SRR25337917	0.471	Escherichia coli	RECTAL
SRR25337918	1.15	Escherichia coli	blood
SRR25337919	0.613	Enterobacter cloacae	RECTAL
SRR25337920	0.35	Klebsiella pneumoniae	RECTAL
SRR25337921	0.377	Enterobacter cloacae	RECTAL
SRR25337922	1.263	Enterobacter cloacae	RECTAL
SRR25337923	0.394	Escherichia coli	RECTAL
SRR25337924	0.399	Enterobacter cloacae	RECTAL
SRR25337925	0.568	Escherichia coli	URINARY
SRR25337926	0.999	Enterobacter cloacae	SKIN/SOFT TISSUE
SRR25337927	0.481	Escherichia coli	RECTAL
SRR25337928	0.517	Escherichia coli	RECTAL
SRR25337929	0.377	Escherichia coli	RECTAL
SRR25337930	0.438	Enterobacter cloacae	RECTAL
SRR25337931	0.268	Enterobacter cloacae	RECTAL
SRR25337932	0.35	Enterobacter cloacae	RECTAL
SRR25337933	0.321	Escherichia coli	RECTAL
SRR25337934	0.3	Escherichia coli	RECTAL
SRR25337935	0.44	Escherichia coli	RECTAL
SRR25337936	0.272	Escherichia coli	RECTAL
SRR25337937	0.307	Escherichia coli	RECTAL
SRR25337938	0.255	Escherichia coli	RECTAL
SRR25337939	0.6	Escherichia coli	RECTAL
SRR25337940	0.343	Enterobacter cloacae	RECTAL
SRR25337941	3.07	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25337942	0.337	Enterobacter cloacae	RECTAL
SRR25337943	0.212	Escherichia coli	RECTAL
SRR25337944	0.343	Escherichia coli	RECTAL
SRR25337945	0.285	Escherichia coli	RECTAL
SRR25337946	0.316	Escherichia coli	RECTAL
SRR25337947	1.008	Enterobacter cloacae	URINARY
SRR25337948	0.378	Escherichia coli	RECTAL
SRR25337949	0.446	Enterobacter cloacae	RECTAL
SRR25337950	0.341	Escherichia coli	RECTAL
SRR25337951	0.425	Escherichia coli	RECTAL
SRR25337952	1.037	Escherichia coli	wound
SRR25337953	1.074	Escherichia coli	RECTAL
SRR25337954	0.347	Enterobacter cloacae	RECTAL
SRR25337955	0.495	Escherichia coli	RECTAL
SRR25337956	0.437	Escherichia coli	RECTAL
SRR25337957	0.189	Enterobacter cloacae	RECTAL
SRR25337958	1.021	Enterobacter cloacae	GASTROINTESTINAL/ABDOMINAL
SRR25337959	0.376	Escherichia coli	RECTAL
SRR25337960	0.165	Escherichia coli	RECTAL
SRR25337961	0.325	Enterobacter cloacae	RECTAL
SRR25337962	0.401	Enterobacter cloacae	RECTAL
SRR25337963	0.155	Escherichia coli	RECTAL
SRR25337964	0.302	Escherichia coli	RECTAL
SRR25337965	2.433	Enterobacter cloacae	GASTROINTESTINAL/ABDOMINAL
SRR25337966	0.433	Escherichia coli	RECTAL
SRR25337967	2.491	Enterobacter cloacae	blood
SRR25337968	0.506	Enterobacter cloacae	RECTAL
SRR25337969	0.344	Escherichia coli	RECTAL
SRR25337970	1.076	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25337971	0.437	Escherichia coli	RECTAL
SRR25337972	1.118	Escherichia coli	blood
SRR25337973	2.383	Escherichia coli	URINARY
SRR25337974	2.287	Escherichia coli	blood
SRR25337975	1.046	Escherichia coli	other
SRR25337976	1.046	Escherichia coli	other
SRR25337977	2.317	Enterobacter cloacae	other
SRR25337978	2.373	Enterobacter cloacae	respiratory
SRR25337979	2.603	Enterobacter cloacae	respiratory
SRR25337980	1.945	Escherichia coli	blood
SRR25337981	1.276	Escherichia coli	other
SRR25337982	0.371	Escherichia coli	RECTAL
SRR25337983	2.559	Escherichia coli	respiratory
SRR25337984	1.186	Escherichia coli	URINARY
SRR25337985	2.3	Enterobacter cloacae	URINARY
SRR25337986	2.125	Klebsiella pneumoniae	URINARY
SRR25337987	1.257	Escherichia coli	other
SRR25337988	1.182	Escherichia coli	URINARY
SRR25337989	2.28	Escherichia coli	respiratory
SRR25337990	0.538	Escherichia coli	RECTAL
SRR25337991	0.325	Escherichia coli	RECTAL
SRR25337992	2.409	Klebsiella oxytoca	GASTROINTESTINAL/ABDOMINAL
SRR25337993	0.398	Escherichia coli	RECTAL
SRR25337994	2.543	Klebsiella pneumoniae	URINARY
SRR25337995	0.391	Enterobacter cloacae	RECTAL
SRR25337996	2.272	Escherichia coli	other
SRR25337997	0.608	Enterobacter cloacae	RECTAL
SRR25337998	0.548	Enterobacter cloacae	RECTAL
SRR25337999	0.552	Escherichia coli	RECTAL
SRR25338000	0.271	Escherichia coli	RECTAL
SRR25338001	0.404	Escherichia coli	RECTAL
SRR25338002	0.332	Enterobacter cloacae	RECTAL
SRR25338003	0.41	Enterobacter cloacae	RECTAL
SRR25338004	0.41	Escherichia coli	RECTAL
SRR25338005	2.102	Escherichia coli	RECTAL
SRR25338006	0.495	Escherichia coli	RECTAL
SRR25338007	0.365	Klebsiella pneumoniae	RECTAL
SRR25338008	2.524	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25338009	0.448	Escherichia coli	RECTAL
SRR25338010	2.067	Escherichia coli	URINARY
SRR25338011	0.411	Enterobacter cloacae	RECTAL
SRR25338012	0.366	Escherichia coli	RECTAL
SRR25338013	0.416	Enterobacter cloacae	RECTAL
SRR25338014	0.427	Enterobacter cloacae	other
SRR25338015	2.515	Enterobacter cloacae	blood
SRR25338016	0.486	Escherichia coli	RECTAL
SRR25338017	0.386	Escherichia coli	RECTAL
SRR25338018	0.388	Escherichia coli	RECTAL
SRR25338019	0.35	Escherichia coli	RECTAL
SRR25338020	0.36	Escherichia coli	RECTAL
SRR25338021	0.351	Escherichia coli	RECTAL
SRR25338022	0.368	Escherichia coli	RECTAL
SRR25338023	2.265	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25338024	0.275	Escherichia coli	RECTAL
SRR25338025	0.453	Enterobacter cloacae	RECTAL
SRR25338026	0.346	Enterobacter cloacae	RECTAL
SRR25338027	0.37	Escherichia coli	RECTAL
SRR25338028	0.326	Enterobacter cloacae	RECTAL
SRR25338029	0.295	Escherichia coli	RECTAL
SRR25338030	2.16	Escherichia coli	blood
SRR25338031	0.374	Escherichia coli	RECTAL
SRR25338032	0.293	Escherichia coli	RECTAL
SRR25338033	0.328	Escherichia coli	RECTAL
SRR25338034	0.392	Escherichia coli	RECTAL
SRR25338035	0.375	Escherichia coli	RECTAL
SRR25338036	0.285	Enterobacter cloacae	RECTAL
SRR25338037	0.38	Enterobacter cloacae	RECTAL
SRR25338038	0.326	Escherichia coli	RECTAL
SRR25338039	0.346	Enterobacter cloacae	RECTAL
SRR25338040	0.252	Escherichia coli	RECTAL
SRR25338041	0.326	Escherichia coli	RECTAL
SRR25338042	1.14	Enterobacter cloacae	respiratory
SRR25338043	0.403	Escherichia coli	RECTAL
SRR25338044	2.019	Escherichia coli	GASTROINTESTINAL/ABDOMINAL
SRR25338045	0.389	Escherichia coli	RECTAL
SRR25338046	0.298	Escherichia coli	RECTAL
SRR25338047	0.334	Escherichia coli	RECTAL
SRR25338048	1.161	Enterobacter cloacae	other
SRR25338049	0.3	Escherichia coli	RECTAL
SRR25338050	0.413	Enterobacter cloacae	RECTAL
SRR25338051	1.081	Enterobacter cloacae	RECTAL
SRR25338052	0.333	Enterobacter cloacae	RECTAL
SRR25338053	0.263	Escherichia coli	RECTAL
SRR25338054	0.274	Klebsiella pneumoniae	RECTAL
SRR25338055	0.329	Escherichia coli	RECTAL
SRR25338056	0.331	Escherichia coli	RECTAL
SRR25338057	0.336	Klebsiella pneumoniae	RECTAL
SRR25338058	0.402	Escherichia coli	RECTAL
SRR25338059	0.42	Enterobacter cloacae	RECTAL
SRR25338060	0.495	Escherichia coli	RECTAL
SRR25338061	0.36	Enterobacter cloacae	RECTAL
SRR25338062	0.244	Enterobacter cloacae	RECTAL
SRR25338063	0.398	Enterobacter cloacae	RECTAL
SRR25338064	0.396	Enterobacter cloacae	RECTAL
SRR25338065	1.374	Escherichia coli	URINARY
SRR25338066	0.31	Escherichia coli	RECTAL
SRR25338067	0.445	Escherichia coli	RECTAL
SRR25338068	0.353	Escherichia coli	RECTAL
SRR25338069	2.085	Enterobacter cloacae	respiratory
SRR25338070	0.353	Escherichia coli	RECTAL
SRR25338071	1.169	Enterobacter cloacae	respiratory
SRR25338072	2.201	Enterobacter cloacae	respiratory
SRR25338073	0.446	Enterobacter cloacae	RECTAL
SRR25338074	0.296	Escherichia coli	RECTAL
SRR25338075	0.344	Enterobacter cloacae	RECTAL
SRR25338076	2.308	Enterobacter cloacae	respiratory
SRR25338077	0.311	Escherichia coli	RECTAL
SRR25338078	0.346	Escherichia coli	RECTAL
SRR25338079	0.32	Enterobacter cloacae	RECTAL
SRR25338080	0.426	Escherichia coli	RECTAL
SRR25338081	0.416	Enterobacter cloacae	RECTAL
SRR25338082	0.322	Enterobacter cloacae	respiratory
SRR25338083	0.41	Escherichia coli	RECTAL
SRR25338084	0.303	Enterobacter cloacae	RECTAL
SRR25338085	1.164	Enterobacter cloacae	GASTROINTESTINAL/ABDOMINAL
SRR25338086	0.303	Escherichia coli	RECTAL
SRR25338087	1.138	Escherichia coli	RECTAL
SRR25338088	1.079	Escherichia coli	RECTAL
SRR25338089	0.292	Escherichia coli	RECTAL
SRR25338090	0.381	Enterobacter cloacae	RECTAL
SRR25338091	0.276	Klebsiella pneumoniae	RECTAL
SRR25338092	0.4	Enterobacter cloacae	RECTAL
SRR25338093	2.221	Escherichia coli	respiratory
SRR25338094	0.405	Escherichia coli	RECTAL
SRR25338095	0.382	Enterobacter cloacae	RECTAL
SRR25338096	0.386	Escherichia coli	RECTAL
SRR25338097	1.697	Klebsiella pneumoniae	respiratory
SRR25473670	1.57	Klebsiella pneumoniae	RECTAL
SRR25473671	1.186	Klebsiella pneumoniae	RECTAL
SRR25473672	1.598	Klebsiella pneumoniae	RECTAL
SRR25473673	1.487	Klebsiella pneumoniae	RECTAL
SRR25473674	1.548	Klebsiella pneumoniae	RECTAL
SRR25473675	1.688	Klebsiella pneumoniae	RECTAL
SRR25473676	1.478	Klebsiella pneumoniae	URINARY
SRR25473677	1.6	Klebsiella pneumoniae	respiratory
SRR25473678	1.417	Klebsiella pneumoniae	URINARY
SRR25473679	1.66	Klebsiella pneumoniae	blood
SRR25473680	1.83	Klebsiella pneumoniae	RECTAL
SRR25473681	1.777	Enterobacter cloacae complex sp. EC4348	SKIN/SOFT TISSUE
SRR25473682	1.694	Enterobacter cloacae complex sp. 20215434S	RECTAL
SRR25473683	1.637	Klebsiella pneumoniae	wound
SRR25473684	1.425	Klebsiella pneumoniae	RECTAL
SRR25473685	1.244	Klebsiella pneumoniae	RECTAL
SRR25473686	1.665	Klebsiella pneumoniae	RECTAL
SRR25473687	1.848	Klebsiella pneumoniae	RECTAL
SRR25473688	2.2	Klebsiella pneumoniae	RECTAL
SRR25473689	1.879	Klebsiella pneumoniae	RECTAL
SRR25473690	1.874	Klebsiella pneumoniae	RECTAL
SRR25473691	2.029	Klebsiella pneumoniae	RECTAL
SRR25473692	1.996	Klebsiella pneumoniae	URINARY
SRR25473693	1.458	Klebsiella pneumoniae	RECTAL
SRR25473694	1.537	Klebsiella quasipneumoniae	RECTAL
SRR25473695	1.352	Klebsiella pneumoniae	RECTAL
SRR25473696	1.486	Klebsiella pneumoniae	RECTAL
SRR25473697	1.754	Klebsiella pneumoniae	RECTAL
SRR25473698	1.483	Klebsiella pneumoniae	RECTAL
SRR25473699	1.811	Klebsiella pneumoniae	RECTAL
SRR25473700	1.895	Klebsiella quasipneumoniae	RECTAL
SRR25473701	1.656	Klebsiella pneumoniae	RECTAL
SRR25473702	1.289	Klebsiella quasipneumoniae	RECTAL
SRR25473703	1.571	Klebsiella aerogenes	wound
SRR25705593	1.429	Klebsiella pneumoniae	URINARY
SRR25705594	1.356	Escherichia coli	RECTAL
SRR25705595	1.771	Escherichia coli	URINARY
SRR25752094	1.32	Klebsiella pneumoniae	blood
SRR25752095	1.844	Klebsiella pneumoniae	blood
SRR25783241	2.773	Klebsiella pneumoniae	respiratory
SRR25783242	1.385	Klebsiella aerogenes	respiratory
